表名	字段名	字段路径	实际数据量	单表空值数	空值率	命名违规数	命名违规率	字段缺失数	字段缺失率	表达违规数	表达违规率	非标准数	非标准率	有值数	有值率	时间	表名	字段名	字段路径	实际数据量	单表空值数	空值率	命名违规数	命名违规率	字段缺失数	字段缺失率	表达违规数	表达违规率	非标准数	非标准率	有值数	有值率	
转科记录	目前中医诊断	tcm_diagnosis	37812.0	0.0	0.0	37812.0	1.0	-37812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	目前中医诊断	tcm_diagnosis	37812.0	0.0	0.0	37812.0	1.0	-37812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	目前中医诊断-病名称	tcm_diagnosis-tcm_disease_name	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	目前中医诊断-病名称	tcm_diagnosis-tcm_disease_name	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	文档标题	title	37812.0	37812.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	文档标题	title	37812.0	37812.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	转科记录-转科目的	transfer_note-transfer_purpose	37812.0	19284.0	0.50999683	0.0	0.0	0.0	0.0	51.0	0.00134878	0.0	0.0	18528.0	0.49000317		转科记录	转科记录-转科目的	transfer_note-transfer_purpose	37812.0	19284.0	0.50999683	0.0	0.0	0.0	0.0	51.0	0.00134878	0.0	0.0	18528.0	0.49000317	
转科记录	目前中医诊断-医渡唯一号	tcm_diagnosis-yidu_pkid	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	目前中医诊断-医渡唯一号	tcm_diagnosis-yidu_pkid	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	目前西医诊断-诊断顺位（从属关系）	present_diagnosis-diagnosis_no	107996.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107996.0	1.0		转科记录	目前诊断-诊断顺位（从属关系）	present_diagnosis-diagnosis_no	108496.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108496.0	1.0	
转科记录	目前西医诊断-疾病名称	present_diagnosis-diagnosis_name	107996.0	8924.0	0.08263269	0.0	0.0	0.0	0.0	22.0	0.00020371	0.0	0.0	99072.0	0.91736731		转科记录	目前诊断-疾病名称	present_diagnosis-diagnosis_name	108496.0	8928.0	0.08228875	0.0	0.0	0.0	0.0	461.0	0.004249	0.0	0.0	99568.0	0.91771125	
转科记录	目前中医诊断-证名称	tcm_diagnosis-tcm_symptom_name	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	目前中医诊断-证名称	tcm_diagnosis-tcm_symptom_name	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	目前中医诊断-诊断状态	tcm_diagnosis-diagnosis_status	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	目前中医诊断-诊断状态	tcm_diagnosis-diagnosis_status	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	目前西医诊断-诊断类型	present_diagnosis-diagnosis_type	107996.0	107996.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	目前诊断-诊断类型	present_diagnosis-diagnosis_type	108496.0	108496.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	转科记录-转出病区	transfer_note-transfer_out_area	37812.0	37812.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	转科记录-转出病区	transfer_note-transfer_out_area	37812.0	37812.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	目前中医诊断-诊断医生	tcm_diagnosis-diagnostician	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	目前中医诊断-诊断医生	tcm_diagnosis-diagnostician	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	转科记录-注意事项	transfer_note-matters_need_caution	37812.0	37768.0	0.99883635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.00116365		转科记录	转科记录-注意事项	transfer_note-matters_need_caution	37812.0	37768.0	0.99883635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.00116365	
转科记录	医渡唯一号	yidu_pkid	37812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37812.0	1.0		转科记录	医渡唯一号	yidu_pkid	37812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37812.0	1.0	
转科记录	转科记录-转入诊疗计划	transfer_note-treatment_plan_after_transfer	37812.0	33658.0	0.8901407	0.0	0.0	0.0	0.0	1.0	2.645e-05	0.0	0.0	4154.0	0.1098593		转科记录	转科记录-转入诊疗计划	transfer_note-treatment_plan_after_transfer	37812.0	33658.0	0.8901407	0.0	0.0	0.0	0.0	1.0	2.645e-05	0.0	0.0	4154.0	0.1098593	
转科记录	文档名称	file_name	37812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37812.0	1.0		转科记录	文档名称	file_name	37812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37812.0	1.0	
转科记录	入院西医诊断-诊断类型	admission_diagnosis-diagnosis_type_name	84625.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84625.0	1.0		转科记录	入院西医诊断-诊断类型	admission_diagnosis-diagnosis_type_name	84736.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84736.0	1.0	
转科记录	转科记录-转科记录主题	transfer_note-transfer_note_topic	37812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37812.0	1.0		转科记录	转科记录-转科记录主题	transfer_note-transfer_note_topic	37812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37812.0	1.0	
转科记录	转科记录-入院情况	transfer_note-admission_condition	37812.0	13577.0	0.35906591	0.0	0.0	0.0	0.0	899.0	0.02377552	0.0	0.0	24235.0	0.6409341		转科记录	转科记录-入院情况	transfer_note-admission_condition	37812.0	13577.0	0.35906591	0.0	0.0	0.0	0.0	899.0	0.02377552	0.0	0.0	24235.0	0.6409341	
转科记录	医疗机构名称	medical_institution_name	37812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37812.0	1.0		转科记录	医疗机构名称	medical_institution_name	37812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37812.0	1.0	
转科记录	入院西医诊断-诊断顺位（从属关系）	admission_diagnosis-diagnosis_sequence	84625.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84625.0	1.0		转科记录	入院西医诊断-诊断顺位（从属关系）	admission_diagnosis-diagnosis_sequence	84736.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84736.0	1.0	
转科记录	入院西医诊断-诊断日期	admission_diagnosis-diagnosis_date	84625.0	84625.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	入院西医诊断-诊断日期	admission_diagnosis-diagnosis_date	84736.0	84736.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	目前西医诊断-诊断医生	present_diagnosis-diagnostician	107996.0	107996.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	目前诊断-诊断医生	present_diagnosis-diagnostician	108496.0	108496.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	记录/签发者-记录者标示号	recorders-recorder_id	37812.0	37812.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	记录/签发者-记录者标示号	recorders-recorder_id	37812.0	37812.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	转科记录-转出日期时间	transfer_note-transfer_out_time	37812.0	11994.0	0.31720089	0.0	0.0	0.0	0.0	14.0	0.00037025	0.0	0.0	25818.0	0.68279911		转科记录	转科记录-转出日期时间	transfer_note-transfer_out_time	37812.0	11994.0	0.31720089	0.0	0.0	0.0	0.0	14.0	0.00037025	0.0	0.0	25818.0	0.68279911	
转科记录	目前西医诊断-诊断日期	present_diagnosis-diagnosis_date	107996.0	107996.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	目前诊断-诊断日期	present_diagnosis-diagnosis_date	108496.0	108496.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	记录/签发者-记录者姓名	recorders-recorder_name	37812.0	150.0	0.00396699	0.0	0.0	0.0	0.0	1.0	2.645e-05	0.0	0.0	37662.0	0.99603301		转科记录	记录/签发者-记录者姓名	recorders-recorder_name	37812.0	150.0	0.00396699	0.0	0.0	0.0	0.0	1.0	2.645e-05	0.0	0.0	37662.0	0.99603301	
转科记录	记录/签发者-记录时间	recorders-note_date	37812.0	5.0	0.00013223	0.0	0.0	0.0	0.0	42.0	0.00111076	0.0	0.0	37807.0	0.99986777		转科记录	记录/签发者-记录时间	recorders-note_date	37812.0	5.0	0.00013223	0.0	0.0	0.0	0.0	42.0	0.00111076	0.0	0.0	37807.0	0.99986777	
转科记录	入院中医诊断	admission_tcm_diagnosis	37812.0	0.0	0.0	37812.0	1.0	-37812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	入院中医诊断	admission_tcm_diagnosis	37812.0	0.0	0.0	37812.0	1.0	-37812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	文档提交者ID	submit_doctor_id	37812.0	37812.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	文档提交者ID	submit_doctor_id	37812.0	37812.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	转科记录-转入日期时间	transfer_note-transfer_in_time	37812.0	24579.0	0.65003174	0.0	0.0	0.0	0.0	1396.0	0.0369195	0.0	0.0	13233.0	0.34996826		转科记录	转科记录-转入日期时间	transfer_note-transfer_in_time	37812.0	24579.0	0.65003174	0.0	0.0	0.0	0.0	1396.0	0.0369195	0.0	0.0	13233.0	0.34996826	
转科记录	转科记录-目前情况	transfer_note-present_condition	37812.0	14538.0	0.38448112	0.0	0.0	0.0	0.0	10.0	0.00026447	0.0	0.0	23274.0	0.61551888		转科记录	转科记录-目前情况	transfer_note-present_condition	37812.0	14538.0	0.38448112	0.0	0.0	0.0	0.0	10.0	0.00026447	0.0	0.0	23274.0	0.61551888	
转科记录	入院中医诊断-病名称	admission_tcm_diagnosis-tcm_disease_name	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	入院中医诊断-病名称	admission_tcm_diagnosis-tcm_disease_name	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	目前中医诊断-诊断顺位（从属关系）	tcm_diagnosis-diagnosis_sequence	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	目前中医诊断-诊断顺位（从属关系）	tcm_diagnosis-diagnosis_sequence	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	记录/签发者-记录者角色	recorders-recorder_duties	37812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37812.0	1.0		转科记录	记录/签发者-记录者角色	recorders-recorder_duties	37812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37812.0	1.0	
转科记录	入院西医诊断-疾病名称	admission_diagnosis-disease_name	84625.0	12739.0	0.15053471	0.0	0.0	0.0	0.0	45.0	0.00053176	0.0	0.0	71886.0	0.84946529		转科记录	入院西医诊断-疾病名称	admission_diagnosis-disease_name	84736.0	12739.0	0.15033752	0.0	0.0	0.0	0.0	199.0	0.00234847	0.0	0.0	71997.0	0.84966248	
转科记录	入院西医诊断-诊断医生标示	admission_diagnosis-diagnostician_mark	84625.0	84625.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	入院西医诊断-诊断医生标示	admission_diagnosis-diagnostician_mark	84736.0	84736.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	入院西医诊断-疾病代码	admission_diagnosis-disease_code	84625.0	84625.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	入院西医诊断-疾病代码	admission_diagnosis-disease_code	84736.0	84736.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
转科记录	文档提交者	submit_doctor_name	37812.0	37812.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		转科记录	文档提交者	submit_doctor_name	37812.0	37812.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	患者标示	patient_sn	2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2178.0	1.0		死亡记录	患者标示	patient_sn	2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2178.0	1.0	
死亡记录	死亡记录-死亡中医诊断-诊断日期	death_note-death_tcm_diagnosis-diagnosis_date	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	死亡记录-死亡中医诊断-诊断日期	death_note-death_tcm_diagnosis-diagnosis_date	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	参与者-医护人员标示号	participant-id	2183.0	2183.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	参与者-医护人员标示号	participant-id	0.0	2178.0	1.0	0.0	0.0	2178.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	记录/签发者-记录者标示号	recorders-recorder_id	2183.0	2183.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	记录/签发者-记录者标示号	recorders-recorder_id	2183.0	2183.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	死亡记录-死亡中医诊断-诊断类型	death_note-death_tcm_diagnosis-diagnosis_type_name	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	死亡记录-死亡中医诊断-诊断类型	death_note-death_tcm_diagnosis-diagnosis_type_name	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	死亡记录-死亡中医诊断-诊断顺位（从属关系）	death_note-death_tcm_diagnosis-diagnosis_sequence	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	死亡记录-死亡中医诊断-诊断顺位（从属关系）	death_note-death_tcm_diagnosis-diagnosis_sequence	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	死亡记录-死亡中医诊断-病编码	death_note-death_tcm_diagnosis-tcm_disease_code	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	死亡记录-死亡中医诊断-病编码	death_note-death_tcm_diagnosis-tcm_disease_code	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	死亡记录-死亡中医诊断	death_note-death_tcm_diagnosis	2178.0	0.0	0.0	2178.0	1.0	-2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	死亡记录-死亡中医诊断	death_note-death_tcm_diagnosis	2178.0	0.0	0.0	2178.0	1.0	-2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	死亡记录-死亡原因	death_note-death_reason	2178.0	1228.0	0.56382002	0.0	0.0	0.0	0.0	895.0	0.41092746	0.0	0.0	950.0	0.43617998		死亡记录	死亡记录-死亡原因	death_note-death_reason	2178.0	1228.0	0.56382002	0.0	0.0	0.0	0.0	895.0	0.41092746	0.0	0.0	950.0	0.43617998	
死亡记录	文档提交者ID	submit_doctor_id	2178.0	2178.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	文档提交者ID	submit_doctor_id	2178.0	2178.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	死亡记录-入院情况	death_note-admission_condition	2178.0	514.0	0.23599633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1664.0	0.76400367		死亡记录	死亡记录-入院情况	death_note-admission_condition	2178.0	514.0	0.23599633	0.0	0.0	0.0	0.0	5.0	0.00229568	0.0	0.0	1664.0	0.76400367	
死亡记录	死亡记录-死亡中医诊断-医渡唯一号	death_note-death_tcm_diagnosis-yidu_pkid	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	死亡记录-死亡中医诊断-医渡唯一号	death_note-death_tcm_diagnosis-yidu_pkid	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	文档标题	title	2178.0	2178.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	文档标题	title	2178.0	2178.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	死亡记录-死亡西医诊断-诊断顺位（从属关系）	death_note-death_diagnosis-diagnosis_sequence	8852.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8852.0	1.0		死亡记录	死亡记录-死亡西医诊断-诊断顺位（从属关系）	death_note-death_diagnosis-diagnosis_sequence	8907.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8907.0	1.0	
死亡记录	文档名称	file_name	2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2178.0	1.0		死亡记录	文档名称	file_name	2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2178.0	1.0	
死亡记录	死亡记录-死亡西医诊断-诊断医生	death_note-death_diagnosis-diagnostician	8852.0	8852.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	死亡记录-死亡西医诊断-诊断医生	death_note-death_diagnosis-diagnostician	8907.0	8907.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	参与者-参与的日期时间	participant-participant_date	2183.0	1678.0	0.76866697	0.0	0.0	0.0	0.0	2.0	0.00091617	0.0	0.0	505.0	0.23133303		死亡记录	参与者-参与的日期时间	participant-participant_date	0.0	2178.0	1.0	0.0	0.0	2178.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	死亡记录-死亡中医诊断-证编码	death_note-death_tcm_diagnosis-tcm_symptom_code	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	死亡记录-死亡中医诊断-证编码	death_note-death_tcm_diagnosis-tcm_symptom_code	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	医渡唯一号	yidu_pkid	2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2178.0	1.0		死亡记录	医渡唯一号	yidu_pkid	2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2178.0	1.0	
死亡记录	活动记录状态	record_status	2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2178.0	1.0		死亡记录	活动记录状态	record_status	2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2178.0	1.0	
死亡记录	死亡记录-死亡西医诊断-诊断状态	death_note-death_diagnosis-diagnosis_status	8852.0	8852.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	死亡记录-死亡西医诊断-诊断状态	death_note-death_diagnosis-diagnosis_status	8907.0	8907.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	死亡记录-死亡中医诊断-诊断状态	death_note-death_tcm_diagnosis-diagnosis_status	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	死亡记录-死亡中医诊断-诊断状态	death_note-death_tcm_diagnosis-diagnosis_status	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	病程记录编号	medical_record_no	2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2178.0	1.0		死亡记录	病程记录编号	medical_record_no	2178.0	0.0	0.0	0.0	0.0	0.0	0.0	2178.0	1.0	0.0	0.0	2178.0	1.0	
死亡记录	死亡记录-死亡西医诊断-医渡唯一号	death_note-death_diagnosis-yidu_pkid	8852.0	460.0	0.05196566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8392.0	0.94803434		死亡记录	死亡记录-死亡西医诊断-医渡唯一号	death_note-death_diagnosis-yidu_pkid	8907.0	461.0	0.05175705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8446.0	0.94824296	
死亡记录	死亡记录-死亡西医诊断-疾病名称	death_note-death_diagnosis-disease_name	8852.0	460.0	0.05196566	0.0	0.0	0.0	0.0	2.0	0.00022594	0.0	0.0	8392.0	0.94803434		死亡记录	死亡记录-死亡西医诊断-疾病名称	death_note-death_diagnosis-disease_name	8907.0	461.0	0.05175705	0.0	0.0	0.0	0.0	61.0	0.00684855	0.0	0.0	8446.0	0.94824296	
死亡记录	医疗机构名称	medical_institution_name	2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2178.0	1.0		死亡记录	医疗机构名称	medical_institution_name	2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2178.0	1.0	
死亡记录	死亡记录-死亡西医诊断-疾病代码	death_note-death_diagnosis-disease_code	8852.0	8852.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	死亡记录-死亡西医诊断-疾病代码	death_note-death_diagnosis-disease_code	8907.0	8907.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	文档提交时间	submit_datetime	2178.0	2178.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	文档提交时间	submit_datetime	2178.0	2178.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	医渡格式死亡记录	death_record_yiduformat	2178.0	2178.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	医渡格式死亡记录	death_record_yiduformat	2178.0	2178.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	记录/签发者-记录时间	recorders-date_of_note	2183.0	1678.0	0.76866697	0.0	0.0	0.0	0.0	2.0	0.00091617	0.0	0.0	505.0	0.23133303		死亡记录	记录/签发者-记录时间	recorders-date_of_note	2183.0	1678.0	0.76866697	0.0	0.0	0.0	0.0	2.0	0.00091617	0.0	0.0	505.0	0.23133303	
死亡记录	死亡记录-死亡中医诊断-病名称	death_note-death_tcm_diagnosis-tcm_disease_name	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	死亡记录-死亡中医诊断-病名称	death_note-death_tcm_diagnosis-tcm_disease_name	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	死亡记录-诊疗过程描述	death_note-treatment_process	2178.0	597.0	0.27410468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1581.0	0.72589532		死亡记录	死亡记录-诊疗过程描述	death_note-treatment_process	2178.0	597.0	0.27410468	0.0	0.0	0.0	0.0	70.0	0.03213958	0.0	0.0	1581.0	0.72589532	
死亡记录	文档提交者	submit_doctor_name	2178.0	2178.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	文档提交者	submit_doctor_name	2178.0	2178.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	参与者-医护人员角色	participant-duties	2183.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2183.0	1.0		死亡记录	参与者-医护人员角色	participant-duties	0.0	2178.0	1.0	0.0	0.0	2178.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
死亡记录	记录/签发者-记录者角色	recorders-duties_of_the_recorder	2183.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2183.0	1.0		死亡记录	记录/签发者-记录者角色	recorders-duties_of_the_recorder	2183.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2183.0	1.0	
死亡记录	记录/签发者-记录者姓名	recorders-recorder_name	2183.0	1330.0	0.60925332	0.0	0.0	0.0	0.0	1.0	0.00045809	0.0	0.0	853.0	0.39074668		死亡记录	记录/签发者-记录者姓名	recorders-recorder_name	2183.0	1330.0	0.60925332	0.0	0.0	0.0	0.0	1.0	0.00045809	0.0	0.0	853.0	0.39074668	
死亡记录	就诊标识	visit_sn	2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2178.0	1.0		死亡记录	就诊标识	visit_sn	2178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2178.0	1.0	
死亡记录	死亡记录-死亡西医诊断-诊断类型	death_note-death_diagnosis-diagnosis_type_name	8852.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8852.0	1.0		死亡记录	死亡记录-死亡西医诊断-诊断类型	death_note-death_diagnosis-diagnosis_type_name	8907.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8907.0	1.0	
死亡记录	死亡记录-死亡中医诊断-诊断医生标示	death_note-death_tcm_diagnosis-diagnostician_mark	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		死亡记录	死亡记录-死亡中医诊断-诊断医生标示	death_note-death_tcm_diagnosis-diagnostician_mark	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
