_c0	visit_type	exam_type	year_time	month_time	_c5
检查日期分布	门诊	超声	2008	10	138
检查日期分布	门诊	超声	2008	11	117
检查日期分布	门诊	超声	2008	12	114
检查日期分布	门诊	超声	2009	1	129
检查日期分布	门诊	超声	2009	2	113
检查日期分布	门诊	超声	2009	3	139
检查日期分布	门诊	超声	2009	4	162
检查日期分布	门诊	超声	2009	5	209
检查日期分布	门诊	超声	2009	6	214
检查日期分布	门诊	超声	2009	7	200
检查日期分布	门诊	超声	2009	8	207
检查日期分布	门诊	超声	2009	9	223
检查日期分布	门诊	超声	2009	10	166
检查日期分布	门诊	超声	2009	11	183
检查日期分布	门诊	超声	2009	12	265
检查日期分布	门诊	超声	2010	1	203
检查日期分布	门诊	超声	2010	2	180
检查日期分布	门诊	超声	2010	3	278
检查日期分布	门诊	超声	2010	4	245
检查日期分布	门诊	超声	2010	5	222
检查日期分布	门诊	超声	2010	6	265
检查日期分布	门诊	超声	2010	7	183
检查日期分布	门诊	超声	2010	8	152
检查日期分布	门诊	超声	2010	9	191
检查日期分布	门诊	超声	2010	10	191
检查日期分布	门诊	超声	2010	11	185
检查日期分布	门诊	超声	2010	12	285
检查日期分布	门诊	超声	2011	1	189
检查日期分布	门诊	超声	2011	2	77
检查日期分布	门诊	超声	2011	3	59
检查日期分布	门诊	超声	2011	4	39
检查日期分布	门诊	超声	2011	5	72
检查日期分布	门诊	超声	2011	6	56
检查日期分布	门诊	超声	2011	7	43
检查日期分布	门诊	超声	2011	8	67
检查日期分布	门诊	超声	2011	9	51
检查日期分布	门诊	超声	2011	10	84
检查日期分布	门诊	超声	2011	11	78
检查日期分布	门诊	超声	2011	12	51
检查日期分布	门诊	超声	2012	1	31
检查日期分布	门诊	超声	2012	2	62
检查日期分布	门诊	超声	2012	3	75
检查日期分布	门诊	超声	2012	4	85
检查日期分布	门诊	超声	2012	5	96
检查日期分布	门诊	超声	2012	6	71
检查日期分布	门诊	超声	2012	7	80
检查日期分布	门诊	超声	2012	8	75
检查日期分布	门诊	超声	2012	9	58
检查日期分布	门诊	超声	2012	10	87
检查日期分布	门诊	超声	2012	11	111
检查日期分布	门诊	超声	2012	12	80
检查日期分布	门诊	超声	2013	1	49
检查日期分布	门诊	超声	2013	2	44
检查日期分布	门诊	超声	2013	3	45
检查日期分布	门诊	超声	2013	4	39
检查日期分布	门诊	超声	2013	5	66
检查日期分布	门诊	超声	2013	6	50
检查日期分布	门诊	超声	2013	7	73
检查日期分布	门诊	超声	2013	8	76
检查日期分布	门诊	超声	2013	9	126
检查日期分布	门诊	超声	2013	10	103
检查日期分布	门诊	超声	2013	11	142
检查日期分布	门诊	超声	2013	12	129
检查日期分布	门诊	超声	2014	1	109
检查日期分布	门诊	超声	2014	2	112
检查日期分布	门诊	超声	2014	3	182
检查日期分布	门诊	超声	2014	4	129
检查日期分布	门诊	超声	2014	5	136
检查日期分布	门诊	超声	2014	6	150
检查日期分布	门诊	超声	2014	7	160
检查日期分布	门诊	超声	2014	8	141
检查日期分布	门诊	超声	2014	9	157
检查日期分布	门诊	超声	2014	10	155
检查日期分布	门诊	超声	2014	11	165
检查日期分布	门诊	超声	2014	12	175
检查日期分布	门诊	超声	2015	1	184
检查日期分布	门诊	超声	2015	2	72
检查日期分布	门诊	超声	2015	3	192
检查日期分布	门诊	超声	2015	4	205
检查日期分布	门诊	超声	2015	5	229
检查日期分布	门诊	超声	2015	6	252
检查日期分布	门诊	超声	2015	7	281
检查日期分布	门诊	超声	2015	8	234
检查日期分布	门诊	超声	2015	9	209
检查日期分布	门诊	超声	2015	10	212
检查日期分布	门诊	超声	2015	11	219
检查日期分布	门诊	超声	2015	12	263
检查日期分布	门诊	超声	2016	1	187
检查日期分布	门诊	超声	2016	2	170
检查日期分布	门诊	超声	2016	3	342
检查日期分布	门诊	超声	2016	4	312
检查日期分布	门诊	超声	2016	5	302
检查日期分布	门诊	超声	2016	6	227
检查日期分布	门诊	超声	2016	7	246
检查日期分布	门诊	超声	2016	8	244
检查日期分布	门诊	超声	2016	9	221
检查日期分布	门诊	超声	2016	10	213
检查日期分布	门诊	超声	2016	11	262
检查日期分布	门诊	超声	2016	12	323
检查日期分布	门诊	超声	2017	1	208
检查日期分布	门诊	超声	2017	2	267
检查日期分布	门诊	超声	2017	3	384
检查日期分布	门诊	超声	2017	4	262
检查日期分布	门诊	超声	2017	5	299
检查日期分布	门诊	超声	2017	6	292
检查日期分布	门诊	超声	2017	7	390
检查日期分布	门诊	超声	2017	8	387
检查日期分布	门诊	超声	2017	9	295
检查日期分布	门诊	超声	2017	10	267
检查日期分布	门诊	超声	2017	11	242
检查日期分布	门诊	超声	2017	12	234
检查日期分布	门诊	超声	2018	1	261
检查日期分布	门诊	超声	2018	2	159
检查日期分布	门诊	超声	2018	3	308
检查日期分布	门诊	超声	2018	4	247
检查日期分布	门诊	超声	2018	5	287
检查日期分布	门诊	超声	2018	6	69
